trade_id,transaction_time,account_number,cusip,activity,quantity,price
TDB_00005361,2024-09-19 00:28:52,TDB_CUST_9461882,NFLX,BUY,705,1220.89
TDB_00005362,2024-09-21 11:54:14,TDB_CUST_2947743,AMZN,BUY,948,491.08
TDB_00005363,2024-09-20 12:11:54,TDB_CUST_3790478,NVDA,BUY,132,466.78
TDB_00005364,2024-09-24 01:14:07,TDB_CUST_8750510,AMZN,SELL,761,1027.64
TDB_00005365,2024-09-19 17:05:50,TDB_CUST_9886544,FB,SELL,452,746.52
TDB_00005366,2024-09-20 21:53:10,TDB_CUST_3353316,GOOGL,BUY,84,1011.64
TDB_00005367,2024-09-20 13:17:51,TDB_CUST_9303158,MSFT,SELL,764,25.63
TDB_00005368,2024-09-20 10:13:34,TDB_CUST_8648020,JPM,SELL,414,140.52
TDB_00005369,2024-09-19 05:26:32,TDB_CUST_9415943,GOOGL,SELL,708,798.12
TDB_00005370,2024-09-25 17:37:32,TDB_CUST_3951237,MSFT,BUY,568,1107.29
TDB_00005371,2024-09-19 06:57:32,TDB_CUST_2189084,V,BUY,18,1411.54
TDB_00005372,2024-09-18 19:29:33,TDB_CUST_1214458,TSLA,SELL,126,496.06
TDB_00005373,2024-09-23 15:03:48,TDB_CUST_3132518,MSFT,BUY,594,906.58
TDB_00005374,2024-09-25 02:12:53,TDB_CUST_6208137,NVDA,SELL,916,973.97
TDB_00005375,2024-09-19 03:18:19,TDB_CUST_7299454,MSFT,SELL,789,510.65
TDB_00005376,2024-09-25 02:22:41,TDB_CUST_3047613,TSLA,BUY,351,432.66
TDB_00005377,2024-09-19 14:11:42,TDB_CUST_8014364,AAPL,SELL,851,122.29
TDB_00005378,2024-09-22 19:52:35,TDB_CUST_5752221,AAPL,SELL,92,1129.7
TDB_00005379,2024-09-25 00:35:33,TDB_CUST_1550688,AMZN,SELL,469,1182.92
TDB_00005380,2024-09-23 12:05:24,TDB_CUST_2896817,TSLA,BUY,911,378.78
TDB_00005381,2024-09-20 02:03:57,TDB_CUST_8797590,V,BUY,629,151.68
TDB_00005382,2024-09-22 05:12:47,TDB_CUST_8605481,NFLX,BUY,81,1245.64
TDB_00005383,2024-09-22 16:26:22,TDB_CUST_8406634,GOOGL,BUY,820,654.48
TDB_00005384,2024-09-21 11:43:32,TDB_CUST_9183698,AMZN,BUY,732,51.7
TDB_00005385,2024-09-21 13:22:28,TDB_CUST_2574632,AAPL,BUY,315,215.93
TDB_00005386,2024-09-24 03:47:14,TDB_CUST_5753801,TSLA,BUY,248,576.2
TDB_00005387,2024-09-22 07:23:01,TDB_CUST_1901556,V,SELL,606,535.63
TDB_00005388,2024-09-22 22:51:20,TDB_CUST_8807667,MSFT,BUY,855,1458.58
TDB_00005389,2024-09-21 08:28:22,TDB_CUST_6474290,NFLX,SELL,361,1305.95
TDB_00005390,2024-09-19 20:32:02,TDB_CUST_3484998,TSLA,BUY,918,597.65
TDB_00005391,2024-09-22 15:49:10,TDB_CUST_6748616,GOOGL,BUY,482,1442.44
TDB_00005392,2024-09-23 20:24:43,TDB_CUST_2719220,TSLA,SELL,56,1409.59
TDB_00005393,2024-09-24 05:52:37,TDB_CUST_1853191,JPM,BUY,684,96.49
TDB_00005394,2024-09-25 07:02:28,TDB_CUST_9790693,GOOGL,BUY,739,1443.92
TDB_00005395,2024-09-24 09:44:00,TDB_CUST_1049329,NVDA,SELL,361,891.45
TDB_00005396,2024-09-19 13:00:16,TDB_CUST_1075416,AMZN,SELL,108,940.4
TDB_00005397,2024-09-23 22:52:56,TDB_CUST_8246266,AAPL,SELL,7,655.73
TDB_00005398,2024-09-21 00:04:15,TDB_CUST_8534380,MSFT,BUY,446,1480.73
TDB_00005399,2024-09-22 20:49:36,TDB_CUST_3111571,NFLX,BUY,634,830.88
TDB_00005400,2024-09-25 07:38:32,TDB_CUST_7435629,FB,SELL,153,230.04
TDB_00005401,2024-09-24 22:39:35,TDB_CUST_7191097,AAPL,BUY,926,1101.41
TDB_00005402,2024-09-18 19:43:07,TDB_CUST_5974511,MSFT,SELL,368,1051.6
TDB_00005403,2024-09-18 19:29:26,TDB_CUST_6113186,AMZN,SELL,935,738.86
TDB_00005404,2024-09-18 20:54:48,TDB_CUST_8275296,JPM,SELL,646,658.62
TDB_00005405,2024-09-23 04:12:03,TDB_CUST_7102228,JPM,BUY,884,264.59
TDB_00005406,2024-09-23 10:15:19,TDB_CUST_1914604,MSFT,BUY,25,1211.96
TDB_00005407,2024-09-23 20:08:26,TDB_CUST_2838444,AAPL,SELL,629,114.88
TDB_00005408,2024-09-23 13:10:48,TDB_CUST_9629214,MSFT,SELL,635,638.57
TDB_00005409,2024-09-20 03:35:19,TDB_CUST_1982410,AMZN,BUY,234,1168.9
TDB_00005410,2024-09-21 04:06:08,TDB_CUST_4322070,MSFT,BUY,568,124.61
TDB_00005411,2024-09-23 14:20:38,TDB_CUST_6898927,NFLX,SELL,144,1411.75
TDB_00005412,2024-09-25 17:16:22,TDB_CUST_4870679,AAPL,SELL,91,211.6
TDB_00005413,2024-09-20 01:09:29,TDB_CUST_3496853,V,SELL,114,1361.3
TDB_00005414,2024-09-19 05:47:13,TDB_CUST_5404330,GOOGL,BUY,69,847.54
TDB_00005415,2024-09-19 06:17:36,TDB_CUST_4605141,NFLX,SELL,220,927.72
TDB_00005416,2024-09-20 06:47:00,TDB_CUST_6013679,NFLX,BUY,50,1157.59
TDB_00005417,2024-09-20 09:44:23,TDB_CUST_6278572,FB,BUY,372,700.95
TDB_00005418,2024-09-24 03:28:54,TDB_CUST_1793277,NFLX,SELL,831,795.35
TDB_00005419,2024-09-20 18:50:09,TDB_CUST_2792232,V,BUY,295,1467.37
TDB_00005420,2024-09-20 00:05:34,TDB_CUST_1821596,AMZN,BUY,91,844.15
TDB_00005421,2024-09-20 10:43:17,TDB_CUST_3987346,NVDA,BUY,944,1223.78
TDB_00005422,2024-09-21 03:05:07,TDB_CUST_8603275,FB,SELL,266,620.39
TDB_00005423,2024-09-19 20:18:11,TDB_CUST_4391902,GOOGL,BUY,435,55.51
TDB_00005424,2024-09-22 16:44:30,TDB_CUST_9804130,NFLX,BUY,690,276.54
TDB_00005425,2024-09-23 14:29:35,TDB_CUST_1499349,MSFT,BUY,417,1062.08
TDB_00005426,2024-09-19 09:49:18,TDB_CUST_2700925,TSLA,BUY,654,105.85
TDB_00005427,2024-09-22 19:45:07,TDB_CUST_4803641,AMZN,SELL,433,1375.53
TDB_00005428,2024-09-21 23:10:09,TDB_CUST_9349332,NVDA,SELL,487,1309.89
TDB_00005429,2024-09-19 03:56:27,TDB_CUST_8162743,AMZN,BUY,394,972.8
TDB_00005430,2024-09-25 10:35:48,TDB_CUST_2280861,GOOGL,BUY,709,526.47
TDB_00005431,2024-09-23 20:58:25,TDB_CUST_1273933,GOOGL,SELL,113,766.33
TDB_00005432,2024-09-21 03:30:35,TDB_CUST_3316121,NVDA,BUY,487,325.13
TDB_00005433,2024-09-25 01:26:58,TDB_CUST_6034287,AMZN,BUY,413,859.85
TDB_00005434,2024-09-20 05:05:42,TDB_CUST_2149105,JPM,BUY,355,848.08
TDB_00005435,2024-09-20 14:03:42,TDB_CUST_5461251,NFLX,SELL,182,1249.65
TDB_00005436,2024-09-22 23:55:55,TDB_CUST_1082516,V,BUY,390,68.93
TDB_00005437,2024-09-20 14:50:13,TDB_CUST_8656814,NVDA,SELL,907,251.33
TDB_00005438,2024-09-19 23:57:44,TDB_CUST_4570173,V,BUY,580,547.86
TDB_00005439,2024-09-22 21:35:20,TDB_CUST_9042331,FB,SELL,145,1082.06
TDB_00005440,2024-09-21 18:04:55,TDB_CUST_3305938,AMZN,SELL,969,1207.56
TDB_00005441,2024-09-19 16:28:45,TDB_CUST_9895436,FB,SELL,799,864.98
TDB_00005442,2024-09-22 20:14:57,TDB_CUST_4649876,NFLX,BUY,988,828.68
TDB_00005443,2024-09-20 20:33:25,TDB_CUST_1894954,TSLA,BUY,310,964.34
TDB_00005444,2024-09-19 04:06:14,TDB_CUST_5155219,FB,SELL,820,1428.04
TDB_00005445,2024-09-23 10:34:04,TDB_CUST_2712652,NVDA,SELL,807,900.45
TDB_00005446,2024-09-19 12:29:55,TDB_CUST_8020143,FB,SELL,114,178.87
TDB_00005447,2024-09-20 15:02:47,TDB_CUST_5648504,MSFT,BUY,152,1076.86
TDB_00005448,2024-09-19 13:51:52,TDB_CUST_9496885,V,SELL,304,223.01
TDB_00005449,2024-09-19 09:17:12,TDB_CUST_7363162,GOOGL,SELL,971,807.47
TDB_00005450,2024-09-23 10:57:25,TDB_CUST_3832619,FB,BUY,536,1065.26
TDB_00005451,2024-09-19 03:59:25,TDB_CUST_3466911,V,BUY,707,1053.53
TDB_00005452,2024-09-18 19:48:33,TDB_CUST_3883060,AAPL,SELL,899,523.34
TDB_00005453,2024-09-20 09:41:01,TDB_CUST_8549474,AAPL,BUY,157,1236.33
TDB_00005454,2024-09-20 00:32:24,TDB_CUST_6952000,JPM,BUY,637,1214.79
TDB_00005455,2024-09-24 01:48:00,TDB_CUST_9712015,NFLX,BUY,899,325.72
TDB_00005456,2024-09-23 07:07:25,TDB_CUST_2437359,AAPL,BUY,114,164.33
TDB_00005457,2024-09-22 07:49:32,TDB_CUST_5276165,NFLX,BUY,206,519.29
TDB_00005458,2024-09-25 15:06:28,TDB_CUST_7503867,TSLA,BUY,658,867.05
TDB_00005459,2024-09-22 08:13:39,TDB_CUST_5324832,NVDA,BUY,808,1037.99
TDB_00005460,2024-09-22 08:04:23,TDB_CUST_1013246,GOOGL,BUY,69,1467.12
TDB_00005461,2024-09-22 22:01:12,TDB_CUST_2183533,AMZN,BUY,647,392.17
TDB_00005462,2024-09-24 19:44:47,TDB_CUST_4213613,V,BUY,973,1075.6
TDB_00005463,2024-09-20 16:04:13,TDB_CUST_6435874,GOOGL,BUY,969,1486.46
TDB_00005464,2024-09-23 07:46:57,TDB_CUST_5948818,FB,BUY,950,817.33
TDB_00005465,2024-09-23 21:11:58,TDB_CUST_7580561,TSLA,SELL,382,423.53
TDB_00005466,2024-09-21 18:37:09,TDB_CUST_7633537,V,BUY,20,163.2
TDB_00005467,2024-09-21 06:51:10,TDB_CUST_1773739,GOOGL,BUY,729,459.96
TDB_00005468,2024-09-25 10:53:24,TDB_CUST_8747152,NVDA,SELL,1,40.29
TDB_00005469,2024-09-23 18:14:58,TDB_CUST_5824076,JPM,BUY,890,15.56
TDB_00005470,2024-09-19 15:52:23,TDB_CUST_2100003,NFLX,SELL,25,1053.74
TDB_00005471,2024-09-23 13:32:51,TDB_CUST_7255201,NVDA,SELL,683,479.6
TDB_00005472,2024-09-19 05:05:05,TDB_CUST_2217400,NFLX,SELL,958,1209.87
TDB_00005473,2024-09-20 22:39:03,TDB_CUST_4579129,GOOGL,SELL,707,1278.75
TDB_00005474,2024-09-23 09:01:19,TDB_CUST_4130706,V,SELL,83,298.7
TDB_00005475,2024-09-21 11:57:48,TDB_CUST_7537240,JPM,BUY,528,1193.41
TDB_00005476,2024-09-18 20:07:49,TDB_CUST_7564319,NFLX,SELL,84,1448.9
TDB_00005477,2024-09-23 18:52:36,TDB_CUST_6814324,NVDA,BUY,718,595.98
TDB_00005478,2024-09-24 18:42:06,TDB_CUST_4261409,JPM,SELL,748,52.64
TDB_00005479,2024-09-19 15:07:16,TDB_CUST_6356910,AMZN,BUY,371,383.86
TDB_00005480,2024-09-23 19:54:48,TDB_CUST_3883087,V,BUY,979,74.21
TDB_00005481,2024-09-25 10:10:21,TDB_CUST_8719316,TSLA,SELL,641,780.24
TDB_00005482,2024-09-18 20:26:07,TDB_CUST_7769684,AMZN,SELL,861,1205.46
TDB_00005483,2024-09-20 01:33:33,TDB_CUST_9114089,TSLA,BUY,284,306.06
TDB_00005484,2024-09-20 14:50:12,TDB_CUST_6496533,MSFT,SELL,640,1212.46
TDB_00005485,2024-09-24 01:40:57,TDB_CUST_7264461,AAPL,BUY,351,471.32
TDB_00005486,2024-09-23 14:07:46,TDB_CUST_3229991,FB,BUY,363,133.55
TDB_00005487,2024-09-20 13:03:01,TDB_CUST_2144402,TSLA,SELL,213,449.57
TDB_00005488,2024-09-23 14:38:04,TDB_CUST_2412390,NVDA,SELL,504,1215.41
TDB_00005489,2024-09-24 12:00:04,TDB_CUST_8130442,V,SELL,360,569.59
TDB_00005490,2024-09-23 22:17:12,TDB_CUST_6383904,JPM,BUY,39,355.62
TDB_00005491,2024-09-19 13:15:58,TDB_CUST_4090470,NFLX,BUY,683,663.11
TDB_00005492,2024-09-23 02:46:19,TDB_CUST_2506757,NFLX,SELL,535,303.77
TDB_00005493,2024-09-24 14:01:04,TDB_CUST_2922141,FB,BUY,843,837.89
TDB_00005494,2024-09-19 03:47:43,TDB_CUST_2085714,NFLX,BUY,176,363.73
TDB_00005495,2024-09-23 13:10:32,TDB_CUST_3410913,NVDA,SELL,800,150.36
TDB_00005496,2024-09-22 03:15:58,TDB_CUST_2033644,MSFT,BUY,668,537.32
TDB_00005497,2024-09-24 03:20:30,TDB_CUST_4029877,JPM,SELL,17,856.07
TDB_00005498,2024-09-20 06:35:19,TDB_CUST_8287963,AMZN,SELL,581,833.73
TDB_00005499,2024-09-20 10:28:29,TDB_CUST_2414965,TSLA,SELL,820,1121.07
TDB_00005500,2024-09-19 07:30:49,TDB_CUST_8558348,TSLA,BUY,589,243.93
TDB_00005501,2024-09-23 21:45:26,TDB_CUST_7542465,NFLX,SELL,63,1345.44
TDB_00005502,2024-09-18 21:14:24,TDB_CUST_2643920,V,BUY,471,602.05
TDB_00005503,2024-09-22 17:25:57,TDB_CUST_6293096,FB,BUY,942,15.55
TDB_00005504,2024-09-21 11:16:24,TDB_CUST_5203591,GOOGL,BUY,686,1027.83
TDB_00005505,2024-09-19 16:53:11,TDB_CUST_2493828,AMZN,SELL,735,994.15
TDB_00005506,2024-09-22 00:48:43,TDB_CUST_6029260,MSFT,SELL,734,469.17
TDB_00005507,2024-09-21 09:41:28,TDB_CUST_5656267,NFLX,SELL,276,440.98
TDB_00005508,2024-09-23 04:10:28,TDB_CUST_2333812,AAPL,BUY,281,927.9
TDB_00005509,2024-09-20 07:23:39,TDB_CUST_8330355,AMZN,SELL,59,1272.83
TDB_00005510,2024-09-22 15:54:31,TDB_CUST_7314725,AAPL,BUY,924,381.63
TDB_00005511,2024-09-23 05:01:04,TDB_CUST_8107036,JPM,SELL,463,1332.0
TDB_00005512,2024-09-21 05:34:20,TDB_CUST_9264471,TSLA,BUY,457,1206.43
TDB_00005513,2024-09-22 07:07:17,TDB_CUST_2098832,JPM,BUY,384,163.3
TDB_00005514,2024-09-23 09:17:50,TDB_CUST_5992182,MSFT,SELL,556,1472.89
TDB_00005515,2024-09-19 10:25:22,TDB_CUST_4904362,NFLX,BUY,922,1248.15
TDB_00005516,2024-09-22 03:04:42,TDB_CUST_4566105,V,BUY,204,265.49
TDB_00005517,2024-09-23 08:44:30,TDB_CUST_1462842,FB,BUY,984,339.86
TDB_00005518,2024-09-25 08:11:26,TDB_CUST_9565449,AMZN,BUY,601,34.15
TDB_00005519,2024-09-19 06:16:42,TDB_CUST_8204854,TSLA,BUY,262,1140.32
TDB_00005520,2024-09-22 02:39:36,TDB_CUST_9513497,AMZN,SELL,145,966.45
TDB_00005521,2024-09-23 17:34:11,TDB_CUST_8507384,AAPL,BUY,333,203.81
TDB_00005522,2024-09-24 06:39:50,TDB_CUST_6083768,MSFT,BUY,752,937.51
TDB_00005523,2024-09-24 13:29:23,TDB_CUST_6081407,AAPL,SELL,963,232.71
TDB_00005524,2024-09-19 05:03:04,TDB_CUST_1251110,JPM,SELL,63,573.11
TDB_00005525,2024-09-21 15:23:53,TDB_CUST_6073045,TSLA,BUY,841,701.7
TDB_00005526,2024-09-20 21:57:39,TDB_CUST_2924768,TSLA,SELL,57,982.45
TDB_00005527,2024-09-19 13:42:03,TDB_CUST_4616968,GOOGL,SELL,445,14.62
TDB_00005528,2024-09-21 10:47:25,TDB_CUST_8953260,TSLA,SELL,705,1239.36
TDB_00005529,2024-09-23 01:49:39,TDB_CUST_5527737,NVDA,SELL,449,1054.82
TDB_00005530,2024-09-23 14:18:04,TDB_CUST_5538928,V,BUY,277,281.81
TDB_00005531,2024-09-22 05:04:12,TDB_CUST_6223593,JPM,SELL,110,366.91
TDB_00005532,2024-09-21 17:45:48,TDB_CUST_8201068,MSFT,SELL,121,1020.99
TDB_00005533,2024-09-24 01:14:00,TDB_CUST_4314460,V,BUY,645,163.16
TDB_00005534,2024-09-20 19:54:01,TDB_CUST_3380163,MSFT,SELL,36,1052.98
TDB_00005535,2024-09-24 12:50:44,TDB_CUST_6610413,V,BUY,542,1499.08
TDB_00005536,2024-09-20 14:25:09,TDB_CUST_4012991,V,SELL,831,1388.44
TDB_00005537,2024-09-24 07:42:21,TDB_CUST_3935208,GOOGL,SELL,738,1270.81
TDB_00005538,2024-09-21 12:27:07,TDB_CUST_3490850,AAPL,BUY,696,1061.25
TDB_00005539,2024-09-23 09:22:35,TDB_CUST_3693430,NFLX,BUY,908,1141.59
TDB_00005540,2024-09-24 05:08:26,TDB_CUST_1609056,V,BUY,225,1315.29
TDB_00005541,2024-09-25 17:20:32,TDB_CUST_4258064,AMZN,BUY,615,1184.22
TDB_00005542,2024-09-22 03:25:21,TDB_CUST_2217456,NFLX,BUY,354,797.48
TDB_00005543,2024-09-21 22:21:08,TDB_CUST_7521276,AMZN,BUY,907,238.6
TDB_00005544,2024-09-19 21:14:15,TDB_CUST_1112328,FB,BUY,412,85.0
TDB_00005545,2024-09-20 17:22:25,TDB_CUST_8208649,NVDA,SELL,848,1127.92
TDB_00005546,2024-09-20 06:27:56,TDB_CUST_1207094,MSFT,SELL,128,72.16
TDB_00005547,2024-09-24 14:50:04,TDB_CUST_8315613,V,SELL,129,749.86
TDB_00005548,2024-09-21 16:24:03,TDB_CUST_1590482,TSLA,SELL,665,204.29
TDB_00005549,2024-09-22 20:41:06,TDB_CUST_8121239,TSLA,SELL,628,696.09
TDB_00005550,2024-09-22 05:29:49,TDB_CUST_7000596,FB,BUY,847,1191.45
TDB_00005551,2024-09-19 10:21:59,TDB_CUST_7263685,AAPL,SELL,360,449.28
TDB_00005552,2024-09-21 23:34:53,TDB_CUST_8638948,GOOGL,SELL,452,1202.47
TDB_00005553,2024-09-23 18:16:33,TDB_CUST_7350113,MSFT,BUY,466,542.42
TDB_00005554,2024-09-24 02:00:57,TDB_CUST_7929770,AAPL,SELL,588,1070.81
TDB_00005555,2024-09-22 16:44:01,TDB_CUST_3181933,FB,BUY,788,423.95
TDB_00005556,2024-09-22 02:39:16,TDB_CUST_6174003,FB,SELL,78,1465.95
TDB_00005557,2024-09-23 08:37:55,TDB_CUST_1527984,AAPL,BUY,576,817.7
TDB_00005558,2024-09-19 22:10:14,TDB_CUST_2653823,GOOGL,BUY,661,833.81
TDB_00005559,2024-09-24 20:40:33,TDB_CUST_5705610,FB,BUY,187,194.61
TDB_00005560,2024-09-19 12:06:20,TDB_CUST_8639325,FB,BUY,951,655.74
TDB_00005561,2024-09-22 04:30:49,TDB_CUST_3501014,V,BUY,525,209.11
TDB_00005562,2024-09-21 17:37:56,TDB_CUST_7405310,NVDA,BUY,15,776.58
TDB_00005563,2024-09-25 02:22:44,TDB_CUST_3589145,TSLA,SELL,677,388.41
TDB_00005564,2024-09-23 18:14:07,TDB_CUST_3143882,GOOGL,BUY,159,307.2
TDB_00005565,2024-09-21 23:20:11,TDB_CUST_5407428,AAPL,SELL,754,1194.13
TDB_00005566,2024-09-21 04:29:50,TDB_CUST_7928782,NVDA,BUY,109,944.58
TDB_00005567,2024-09-22 18:45:28,TDB_CUST_6752266,V,SELL,330,1499.2
TDB_00005568,2024-09-25 15:41:56,TDB_CUST_6498102,NFLX,BUY,68,677.24
TDB_00005569,2024-09-19 14:56:37,TDB_CUST_4395600,AAPL,SELL,66,918.01
TDB_00005570,2024-09-19 17:21:18,TDB_CUST_8395437,NVDA,SELL,39,182.82
TDB_00005571,2024-09-23 07:44:00,TDB_CUST_4231114,NFLX,SELL,547,973.43
TDB_00005572,2024-09-25 06:56:00,TDB_CUST_1838548,JPM,BUY,308,324.28
TDB_00005573,2024-09-24 05:19:31,TDB_CUST_1930695,GOOGL,BUY,789,754.0
TDB_00005574,2024-09-19 13:28:32,TDB_CUST_9978232,V,BUY,639,449.22
TDB_00005575,2024-09-20 01:54:30,TDB_CUST_8733603,AAPL,SELL,803,597.91
TDB_00005576,2024-09-22 20:05:48,TDB_CUST_3905919,AMZN,SELL,369,214.32
TDB_00005577,2024-09-22 23:07:25,TDB_CUST_2990855,TSLA,SELL,43,944.12
TDB_00005578,2024-09-23 15:08:36,TDB_CUST_4838055,NVDA,BUY,573,488.16
TDB_00005579,2024-09-21 06:26:07,TDB_CUST_9367387,AMZN,SELL,333,425.59
TDB_00005580,2024-09-23 02:50:41,TDB_CUST_3491673,NFLX,BUY,637,816.45
TDB_00005581,2024-09-21 22:11:33,TDB_CUST_2553010,GOOGL,BUY,312,96.45
TDB_00005582,2024-09-18 18:52:29,TDB_CUST_8964662,TSLA,SELL,494,1490.27
TDB_00005583,2024-09-21 23:13:57,TDB_CUST_2325226,FB,BUY,340,1414.86
TDB_00005584,2024-09-20 13:54:26,TDB_CUST_4458254,JPM,BUY,230,1085.45
TDB_00005585,2024-09-23 01:01:43,TDB_CUST_4761365,MSFT,BUY,182,1304.55
TDB_00005586,2024-09-25 11:17:17,TDB_CUST_1402353,TSLA,BUY,758,293.29
TDB_00005587,2024-09-20 22:56:16,TDB_CUST_8418391,AMZN,SELL,632,816.15
TDB_00005588,2024-09-22 21:23:55,TDB_CUST_3024950,JPM,BUY,48,1193.71
TDB_00005589,2024-09-22 03:42:25,TDB_CUST_5923998,FB,SELL,279,939.63
TDB_00005590,2024-09-24 00:53:05,TDB_CUST_6927918,JPM,BUY,873,625.41
TDB_00005591,2024-09-20 11:07:50,TDB_CUST_9836313,GOOGL,SELL,931,735.15
TDB_00005592,2024-09-24 22:01:49,TDB_CUST_5963613,AAPL,BUY,124,1167.49
TDB_00005593,2024-09-23 13:26:22,TDB_CUST_1969941,JPM,SELL,865,51.3
TDB_00005594,2024-09-25 04:25:11,TDB_CUST_7582847,NVDA,BUY,168,584.78
TDB_00005595,2024-09-19 22:25:25,TDB_CUST_2908507,TSLA,BUY,748,1000.44
TDB_00005596,2024-09-20 06:08:22,TDB_CUST_9880554,AMZN,BUY,394,612.2
TDB_00005597,2024-09-23 00:14:20,TDB_CUST_5953959,AAPL,SELL,857,1129.84
TDB_00005598,2024-09-25 03:31:33,TDB_CUST_2716364,AMZN,BUY,607,884.79
TDB_00005599,2024-09-22 19:21:28,TDB_CUST_3467597,GOOGL,BUY,639,182.5
TDB_00005600,2024-09-20 21:30:07,TDB_CUST_5408376,MSFT,SELL,701,1475.62
TDB_00005601,2024-09-23 19:14:06,TDB_CUST_9641293,JPM,SELL,510,303.37
TDB_00005602,2024-09-23 06:38:58,TDB_CUST_5176809,NFLX,SELL,563,555.33
TDB_00005603,2024-09-21 19:36:58,TDB_CUST_2003208,V,SELL,606,1367.03
TDB_00005604,2024-09-23 00:33:50,TDB_CUST_5933885,NVDA,BUY,46,1165.24
TDB_00005605,2024-09-19 02:18:41,TDB_CUST_2967410,FB,SELL,554,124.24
TDB_00005606,2024-09-23 03:21:45,TDB_CUST_7485439,AMZN,BUY,357,337.06
TDB_00005607,2024-09-22 11:43:47,TDB_CUST_1257293,NVDA,BUY,954,660.46
TDB_00005608,2024-09-25 04:26:09,TDB_CUST_8824710,AAPL,SELL,645,895.31
TDB_00005609,2024-09-18 19:56:33,TDB_CUST_2152297,NFLX,BUY,980,931.83
TDB_00005610,2024-09-21 01:43:29,TDB_CUST_3898794,AAPL,BUY,393,125.86
TDB_00005611,2024-09-25 11:53:07,TDB_CUST_8951605,NFLX,BUY,252,217.62
TDB_00005612,2024-09-19 02:55:19,TDB_CUST_7814796,NFLX,SELL,855,74.29
TDB_00005613,2024-09-25 04:06:47,TDB_CUST_5946246,GOOGL,SELL,541,256.41
TDB_00005614,2024-09-20 16:24:20,TDB_CUST_5828187,NVDA,SELL,590,1351.3
TDB_00005615,2024-09-24 01:24:47,TDB_CUST_4077620,MSFT,BUY,622,914.77
TDB_00005616,2024-09-21 21:36:21,TDB_CUST_6741824,AMZN,BUY,587,1308.67
TDB_00005617,2024-09-25 01:25:36,TDB_CUST_6473303,JPM,BUY,483,760.63
TDB_00005618,2024-09-19 03:14:49,TDB_CUST_2330248,AAPL,SELL,894,1208.23
TDB_00005619,2024-09-19 05:22:13,TDB_CUST_1562625,TSLA,SELL,698,1080.47
TDB_00005620,2024-09-23 23:36:47,TDB_CUST_5612559,NVDA,SELL,295,827.85
TDB_00005621,2024-09-25 03:40:02,TDB_CUST_3778128,AMZN,SELL,945,1190.37
TDB_00005622,2024-09-21 10:42:09,TDB_CUST_4132101,MSFT,BUY,741,214.8
TDB_00005623,2024-09-24 03:04:47,TDB_CUST_2749473,NFLX,SELL,746,955.42
TDB_00005624,2024-09-22 03:28:52,TDB_CUST_8181722,NVDA,SELL,274,1227.69
TDB_00005625,2024-09-22 12:46:28,TDB_CUST_2862050,FB,BUY,724,589.33
TDB_00005626,2024-09-19 07:10:49,TDB_CUST_5990815,NFLX,SELL,255,1459.22
TDB_00005627,2024-09-18 18:58:20,TDB_CUST_3688132,AAPL,SELL,222,342.98
TDB_00005628,2024-09-24 14:35:40,TDB_CUST_7232550,GOOGL,BUY,855,583.78
TDB_00005629,2024-09-19 09:05:59,TDB_CUST_3042631,FB,SELL,649,842.11
TDB_00005630,2024-09-23 22:06:41,TDB_CUST_3722985,AMZN,SELL,611,163.26
TDB_00005631,2024-09-24 05:29:50,TDB_CUST_8519935,GOOGL,SELL,849,398.02
TDB_00005632,2024-09-25 13:52:03,TDB_CUST_5890678,AMZN,BUY,311,657.7
TDB_00005633,2024-09-19 09:56:42,TDB_CUST_7848810,AAPL,BUY,747,847.3
TDB_00005634,2024-09-20 21:46:17,TDB_CUST_9354371,FB,SELL,893,1344.77
TDB_00005635,2024-09-21 19:41:06,TDB_CUST_8446468,NFLX,BUY,436,836.18
TDB_00005636,2024-09-19 23:43:28,TDB_CUST_5286475,GOOGL,SELL,53,911.73
TDB_00005637,2024-09-23 13:47:18,TDB_CUST_9142576,AAPL,BUY,257,376.99
TDB_00005638,2024-09-20 20:04:28,TDB_CUST_6523780,FB,BUY,495,914.61
TDB_00005639,2024-09-25 14:34:30,TDB_CUST_7546549,TSLA,BUY,588,298.48
TDB_00005640,2024-09-21 12:48:09,TDB_CUST_6475054,FB,BUY,26,144.9
TDB_00005641,2024-09-22 19:27:34,TDB_CUST_9811673,JPM,SELL,999,1105.68
TDB_00005642,2024-09-21 08:30:33,TDB_CUST_3664496,MSFT,SELL,88,509.09
TDB_00005643,2024-09-22 20:26:48,TDB_CUST_6753081,TSLA,BUY,934,1095.24
TDB_00005644,2024-09-19 12:08:06,TDB_CUST_5574636,NVDA,BUY,464,124.72
TDB_00005645,2024-09-24 02:05:18,TDB_CUST_5641863,TSLA,BUY,754,1496.37
TDB_00005646,2024-09-24 11:31:29,TDB_CUST_5626881,AMZN,SELL,102,1386.97
TDB_00005647,2024-09-20 06:04:47,TDB_CUST_8882369,NFLX,SELL,256,582.77
TDB_00005648,2024-09-25 05:56:46,TDB_CUST_1458341,NFLX,SELL,229,501.72
TDB_00005649,2024-09-24 11:17:30,TDB_CUST_3842735,AMZN,SELL,207,552.01
TDB_00005650,2024-09-19 14:39:37,TDB_CUST_1349638,GOOGL,SELL,733,1224.14
TDB_00005651,2024-09-23 15:44:19,TDB_CUST_8814676,AMZN,BUY,827,903.2
